所管,組織,項コード,主要経費別分類コード,目的別分類コード,財政法公債金対象非対象別分類コード,経済性質別分類コード,使途別分類コード,目別分類コード,項名,目名,令和6年度要求額,前年度予算額(千円),比較増△減額(千円)
国土交通省,国土交通本省,060,95,063,2,40,5,16,地域公共交通維持・活性化推進費,地域公共交通確保維持改善事業費補助金,21171147,53347081,-32175934
国土交通省,国土交通本省,060,95,063,2,40,5,16,地域公共交通維持・活性化推進費,地方空港等受入環境整備事業費補助金,330000,1334000,-1004000
国土交通省,国土交通本省,060,13,054,2,40,5,16,地域公共交通維持・活性化推進費,地域公共交通関連技術研究開発費補助金,0,500000,-500000
国土交通省,国土交通本省,096,95,063,2,40,5,16,独立行政法人鉄道建設・運輸施設整備支援機構運営費,独立行政法人鉄道建設・運輸施設整備支援機構建設勘定運営費交付金,9845,10000,-155
国土交通省,国土交通本省,096,95,063,2,40,5,16,独立行政法人鉄道建設・運輸施設整備支援機構運営費,独立行政法人鉄道建設・運輸施設整備支援機構地域公共交通等勘定運営費交付金,101720,104630,-2910
国土交通省,国土交通本省,096,95,063,2,40,5,16,独立行政法人鉄道建設・運輸施設整備支援機構運営費,独立行政法人鉄道建設・運輸施設整備支援機構助成勘定運営費交付金,203986,202525,1461
国土交通省,国土交通本省,061,44,052,1,82,5,00,都市・地域交通整備事業費,都市・地域交通戦略推進事業費補助,1000000,1000000,0
国土交通省,国土交通本省,062,95,016,2,12,3,09,道路交通円滑化推進費,道路交通円滑化推進調査費,113704,128661,-14957
国土交通省,国土交通本省,062,95,016,2,40,5,16,道路交通円滑化推進費,高速道路通行者負担軽減補助金,0,7758800,-7758800
国土交通省,国土交通本省,361,42,052,1,20,4,00,道路交通円滑化事業費,道路交通円滑化事業費,171894000,247544000,-75650000
国土交通省,国土交通本省,361,42,052,1,20,4,00,道路交通円滑化事業費,営繕宿舎費,404000,428000,-24000
国土交通省,国土交通本省,361,42,052,1,82,5,00,道路交通円滑化事業費,道路交通円滑化事業費補助,5500000,12067000,-6567000
国土交通省,国土交通本省,361,42,052,1,82,5,00,道路交通円滑化事業費,後進地域特例法適用団体補助率差額,373000,369000,4000
国土交通省,国土交通本省,361,42,052,1,95,9,00,道路交通円滑化事業費,有料道路整備資金貸付金,7201000,5840000,1361000
国土交通省,国土交通本省,361,42,052,1,95,9,00,道路交通円滑化事業費,連続立体交差事業資金貸付金,7000,75000,-68000
国土交通省,国土交通本省,066,95,016,2,11,1,05,社会資本整備・管理効率化推進費,非常勤職員手当,13762,11413,2349
国土交通省,国土交通本省,066,95,016,2,12,9,06,社会資本整備・管理効率化推進費,諸謝金,31187,30232,955
国土交通省,国土交通本省,066,95,016,2,12,2,08,社会資本整備・管理効率化推進費,職員旅費,73721,79944,-6223
国土交通省,国土交通本省,066,95,016,2,12,2,08,社会資本整備・管理効率化推進費,委員等旅費,12800,12730,70
国土交通省,国土交通本省,066,95,016,2,12,3,09,社会資本整備・管理効率化推進費,庁費,12528,11840,688
国土交通省,国土交通本省,066,95,016,2,12,3,09,社会資本整備・管理効率化推進費,校費,326981,212268,114713
国土交通省,国土交通本省,066,95,016,2,12,3,09,社会資本整備・管理効率化推進費,社会資本整備・管理効率化推進調査費,348628,532012,-183384
国土交通省,国土交通本省,066,95,016,2,12,3,09,社会資本整備・管理効率化推進費,各所修繕,8638,8578,60
国土交通省,国土交通本省,066,95,199,2,13,3,09,社会資本整備・管理効率化推進費,自動車重量税,35,35,0
国土交通省,国土交通本省,066,95,016,2,12,5,14,社会資本整備・管理効率化推進費,施設管理業務委託費,0,77220,-77220
国土交通省,国土交通本省,066,95,016,2,81,5,16,社会資本整備・管理効率化推進費,官民連携社会資本整備等推進費補助金,310187,329648,-19461
国土交通省,国土交通本省,067,95,016,2,11,1,05,不動産市場整備等推進費,委員手当,7176,7141,35
国土交通省,国土交通本省,067,95,016,2,12,9,06,不動産市場整備等推進費,諸謝金,3814,3244,570
国土交通省,国土交通本省,067,95,016,2,12,2,08,不動産市場整備等推進費,職員旅費,11708,12101,-393
国土交通省,国土交通本省,067,95,016,2,12,2,08,不動産市場整備等推進費,委員等旅費,3522,3915,-393
国土交通省,国土交通本省,067,95,016,2,12,2,08,不動産市場整備等推進費,参考人等旅費,39,38,1
国土交通省,国土交通本省,067,95,016,2,12,3,09,不動産市場整備等推進費,不動産市場整備等推進調査費,4122332,4313998,-191666
国土交通省,国土交通本省,067,95,016,2,12,3,09,不動産市場整備等推進費,資格検定国家試験費,47474,47475,-1
国土交通省,国土交通本省,067,95,016,2,81,5,16,不動産市場整備等推進費,所有者不明土地等対策事業費補助金,60121,60051,70
国土交通省,国土交通本省,068,95,016,2,12,9,06,建設市場整備推進費,諸謝金,6597,5436,1161
国土交通省,国土交通本省,068,95,016,2,12,2,08,建設市場整備推進費,職員旅費,57342,57378,-36
国土交通省,国土交通本省,068,95,016,2,12,2,08,建設市場整備推進費,委員等旅費,4107,3546,561
国土交通省,国土交通本省,068,95,016,2,12,3,09,建設市場整備推進費,建設市場整備推進調査費,668593,1090523,-421930
国土交通省,国土交通本省,068,95,016,2,12,3,09,建設市場整備推進費,資格検定国家試験費,407,1220,-813
国土交通省,国土交通本省,068,95,016,2,12,3,09,建設市場整備推進費,情報処理業務庁費,0,770,-770
国土交通省,国土交通本省,068,95,016,2,72,5,16,建設市場整備推進費,経済協力開発機構拠出金,30000,30000,0
国土交通省,国土交通本省,068,95,016,2,72,5,16,建設市場整備推進費,国際連合地域開発センター拠出金,20000,8000,12000
国土交通省,国土交通本省,069,95,016,2,12,2,08,国土交通統計調査費,職員旅費,1587,2343,-756
国土交通省,国土交通本省,069,95,016,2,12,3,09,国土交通統計調査費,統計調査費,1205884,1378671,-172787
国土交通省,国土交通本省,069,95,059,2,12,5,14,国土交通統計調査費,統計情報調査委託費,216324,216332,-8
国土交通省,国土交通本省,070,95,016,2,12,9,06,国土調査費,諸謝金,949,949,0
国土交通省,国土交通本省,070,95,016,2,12,2,08,国土調査費,職員旅費,5640,6176,-536
国土交通省,国土交通本省,070,95,016,2,12,2,08,国土調査費,委員等旅費,91,91,0
国土交通省,国土交通本省,070,95,016,2,12,3,09,国土調査費,測量庁費,428347,296839,131508
国土交通省,国土交通本省,070,95,059,2,81,5,16,国土調査費,地籍整備推進調査費補助金,177347,129486,47861
国土交通省,国土交通本省,070,95,059,2,81,5,16,国土調査費,地籍調査費負担金,3660000,6059990,-2399990
国土交通省,国土交通本省,376,48,052,1,82,5,00,社会資本整備円滑化地籍整備事業費,社会資本整備円滑化地籍整備事業費補助,1322000,1262000,60000
国土交通省,国土交通本省,130,95,016,2,12,9,06,自動車運送業市場環境整備推進費,諸謝金,980,980,0
国土交通省,国土交通本省,130,95,016,2,12,2,08,自動車運送業市場環境整備推進費,職員旅費,1101,1098,3
国土交通省,国土交通本省,130,95,016,2,12,2,08,自動車運送業市場環境整備推進費,委員等旅費,168,168,0
国土交通省,国土交通本省,130,95,016,2,12,3,09,自動車運送業市場環境整備推進費,自動車運送業市場環境整備推進調査費,88417,421371,-332954
国土交通省,国土交通本省,071,95,016,2,12,9,06,海事産業市場整備等推進費,諸謝金,2023,2023,0
国土交通省,国土交通本省,071,13,054,2,12,9,06,海事産業市場整備等推進費,技術研究開発謝金,901,1426,-525
国土交通省,国土交通本省,071,08,085,2,60,9,06,海事産業市場整備等推進費,船員離職者職業転換等給付金,5564,5995,-431
国土交通省,国土交通本省,071,95,016,2,12,2,08,海事産業市場整備等推進費,職員旅費,17523,17611,-88
国土交通省,国土交通本省,071,13,054,2,12,2,08,海事産業市場整備等推進費,技術研究開発調査旅費,427,1297,-870
国土交通省,国土交通本省,071,95,016,2,12,2,08,海事産業市場整備等推進費,委員等旅費,1287,1292,-5
国土交通省,国土交通本省,071,13,054,2,12,2,08,海事産業市場整備等推進費,技術研究開発委員等旅費,1216,1603,-387
国土交通省,国土交通本省,071,13,054,2,12,3,09,海事産業市場整備等推進費,技術研究開発調査費,87260,89504,-2244
国土交通省,国土交通本省,071,95,016,2,12,3,09,海事産業市場整備等推進費,海事産業市場整備等推進調査費,199497,233652,-34155
国土交通省,国土交通本省,071,95,016,2,12,3,09,海事産業市場整備等推進費,船員手帳作成費,7052,7053,-1
国土交通省,国土交通本省,071,95,016,2,12,5,14,海事産業市場整備等推進費,政府開発援助開発途上国船員教育者養成事業委託費,12597,14024,-1427
国土交通省,国土交通本省,071,13,054,2,40,5,16,海事産業市場整備等推進費,海事産業関連技術研究開発費補助金,235000,2908022,-2673022
国土交通省,国土交通本省,071,08,085,2,40,5,16,海事産業市場整備等推進費,船員雇用促進対策事業費補助金,69082,68807,275
国土交通省,国土交通本省,071,95,063,2,40,5,16,海事産業市場整備等推進費,株式会社日本政策金融公庫補助金,9798,9278,520
国土交通省,国土交通本省,071,95,016,2,72,5,16,海事産業市場整備等推進費,経済協力開発機構分担金,14550,12958,1592
国土交通省,国土交通本省,071,95,016,2,72,5,16,海事産業市場整備等推進費,経済協力開発機構拠出金,39247,26876,12371
国土交通省,国土交通本省,074,95,063,2,30,5,16,独立行政法人海技教育機構運営費,独立行政法人海技教育機構運営費交付金,6509868,7124312,-614444
国土交通省,国土交通本省,076,95,016,2,12,9,06,国土形成推進費,諸謝金,10607,10608,-1
国土交通省,国土交通本省,076,95,016,2,12,2,08,国土形成推進費,職員旅費,17694,18317,-623
国土交通省,国土交通本省,076,95,016,2,12,2,08,国土形成推進費,委員等旅費,5185,5729,-544
国土交通省,国土交通本省,076,95,016,2,12,3,09,国土形成推進費,国土形成推進調査費,236222,595108,-358886
国土交通省,国土交通本省,076,95,016,2,72,5,16,国土形成推進費,国際機関拠出金,26900,26513,387
国土交通省,国土交通本省,280,47,052,1,82,5,00,社会資本総合整備事業費,社会資本整備総合交付金,459928000,550716000,-90788000
国土交通省,国土交通本省,280,47,052,1,82,5,00,社会資本総合整備事業費,防災・安全交付金,821694000,1121226111,-299532111
国土交通省,国土交通本省,282,48,052,1,82,5,00,官民連携基盤整備推進調査費,官民連携基盤整備調査費補助,331000,331000,0
国土交通省,国土交通本省,080,95,016,2,12,2,08,地理空間情報整備・活用推進費,職員旅費,468,468,0
国土交通省,国土交通本省,080,95,016,2,12,3,09,地理空間情報整備・活用推進費,地理空間情報整備・活用推進調査費,21142,111159,-90017
国土交通省,国土交通本省,081,95,016,2,12,9,06,離島振興費,諸謝金,48,48,0
国土交通省,国土交通本省,081,95,016,2,12,2,08,離島振興費,職員旅費,5496,5374,122
国土交通省,国土交通本省,081,95,016,2,12,2,08,離島振興費,委員等旅費,250,262,-12
国土交通省,国土交通本省,081,95,016,2,12,3,09,離島振興費,離島振興調査費,145675,166674,-20999
国土交通省,国土交通本省,081,95,016,2,81,5,16,離島振興費,小笠原諸島振興開発費補助金,136183,136183,0
国土交通省,国土交通本省,081,95,016,2,81,5,16,離島振興費,離島活性化交付金,1010632,1297160,-286528
国土交通省,国土交通本省,081,95,199,2,81,5,16,離島振興費,奄美群島振興交付金,2373734,2973729,-599995
国土交通省,国土交通本省,081,95,059,1,82,5,00,離島振興費,小笠原諸島振興開発事業費補助,901601,1406600,-504999
国土交通省,国土交通本省,083,41,051,1,20,4,00,離島振興事業費,国有林野内治山事業費,198000,196000,2000
国土交通省,国土交通本省,083,43,052,1,20,4,00,離島振興事業費,港湾改修費,1557000,2208300,-651300
国土交通省,国土交通本省,083,43,052,1,20,4,00,離島振興事業費,港湾営繕宿舎費,57000,22418,34582
国土交通省,国土交通本省,083,46,052,1,20,4,00,離島振興事業費,かんがい排水事業費,2092740,1926159,166581
国土交通省,国土交通本省,083,46,052,1,20,4,00,離島振興事業費,農業農村整備営繕宿舎費,34260,60841,-26581
国土交通省,国土交通本省,083,41,051,1,82,5,00,離島振興事業費,海岸保全施設整備事業費補助,837000,1287000,-450000
国土交通省,国土交通本省,083,41,051,1,82,5,00,離島振興事業費,治山事業費補助,619000,901000,-282000
国土交通省,国土交通本省,083,41,051,1,82,5,00,離島振興事業費,堰堤改良費補助,182000,446000,-264000
国土交通省,国土交通本省,083,41,051,1,82,5,00,離島振興事業費,特定洪水対策等推進事業費補助,80000,280000,-200000
国土交通省,国土交通本省,083,41,051,1,82,5,00,離島振興事業費,特定土砂災害対策推進事業費補助,291000,568000,-277000
国土交通省,国土交通本省,083,42,052,1,82,5,00,離島振興事業費,道路更新防災等対策事業費補助,2072000,3558000,-1486000
国土交通省,国土交通本省,083,43,052,1,82,5,00,離島振興事業費,港湾改修費補助,3514000,4045000,-531000
国土交通省,国土交通本省,083,44,052,1,82,5,00,離島振興事業費,道路交通安全施設等整備事業費補助,1512000,1955000,-443000
国土交通省,国土交通本省,083,44,052,1,82,5,00,離島振興事業費,無電柱化推進事業費補助,174000,218000,-44000
国土交通省,国土交通本省,083,45,052,1,82,5,00,離島振興事業費,上下水道一体効率化・基盤強化推進事業費補助,20000,0,20000
国土交通省,国土交通本省,083,45,052,1,92,5,00,離島振興事業費,水道施設整備費補助,1400000,1384000,16000
国土交通省,国土交通本省,083,46,052,1,82,5,00,離島振興事業費,農業農村整備事業費補助,5043000,7087000,-2044000
国土交通省,国土交通本省,083,46,052,1,86,5,00,離島振興事業費,森林環境保全整備事業費補助,643000,754000,-111000
国土交通省,国土交通本省,083,46,052,1,82,5,00,離島振興事業費,水産基盤整備事業費補助,9208000,12161000,-2953000
国土交通省,国土交通本省,083,45,086,1,82,5,00,離島振興事業費,循環型社会形成推進交付金,1067000,1456000,-389000
国土交通省,国土交通本省,083,46,052,1,82,5,00,離島振興事業費,農山漁村地域整備交付金,4955000,4659000,296000
国土交通省,国土交通本省,083,46,052,1,82,5,00,離島振興事業費,美しい森林づくり基盤整備交付金,13000,28000,-15000
国土交通省,国土交通本省,083,47,052,1,82,5,00,離島振興事業費,社会資本整備総合交付金,8981000,11807000,-2826000
国土交通省,国土交通本省,083,47,052,1,82,5,00,離島振興事業費,防災・安全交付金,11638000,13694500,-2056500
国土交通省,国土交通本省,085,95,016,2,12,9,06,北海道総合開発推進費,諸謝金,672,730,-58
国土交通省,国土交通本省,085,95,016,2,12,2,08,北海道総合開発推進費,職員旅費,11170,10813,357
国土交通省,国土交通本省,085,95,016,2,12,2,08,北海道総合開発推進費,委員等旅費,841,990,-149
国土交通省,国土交通本省,085,95,016,2,12,3,09,北海道総合開発推進費,北海道総合開発推進調査費,63804,139732,-75928
国土交通省,国土交通本省,085,95,059,2,12,5,14,北海道総合開発推進費,民族共生象徴空間運営委託費,1487034,2428250,-941216
国土交通省,国土交通本省,085,95,059,2,71,5,16,北海道総合開発推進費,アイヌ伝統等普及啓発等事業費補助金,80377,80977,-600
国土交通省,国土交通本省,085,95,059,2,82,5,16,北海道総合開発推進費,北方領土隣接地域振興等事業推進費補助金,101852,101852,0
国土交通省,国土交通本省,086,41,051,1,20,4,00,北海道開発事業費,海岸保全施設整備事業費,478938,649938,-171000
国土交通省,国土交通本省,086,41,051,1,20,4,00,北海道開発事業費,海岸営繕宿舎費,62,62,0
国土交通省,国土交通本省,086,41,051,1,20,4,00,北海道開発事業費,国有林野内治山事業費,3370706,5201839,-1831133
国土交通省,国土交通本省,086,41,051,1,20,4,00,北海道開発事業費,治山営繕宿舎費,17294,161,17133
国土交通省,国土交通本省,086,41,051,1,20,4,00,北海道開発事業費,河川改修費,34717115,48156247,-13439132
国土交通省,国土交通本省,086,41,051,1,20,4,00,北海道開発事業費,河川維持修繕費,14679809,17073706,-2393897
国土交通省,国土交通本省,086,41,051,1,20,4,00,北海道開発事業費,堰堤維持費,7927883,8065136,-137253
国土交通省,国土交通本省,086,41,051,1,20,4,00,北海道開発事業費,河川総合開発事業費,4703239,8906139,-4202900
国土交通省,国土交通本省,086,41,051,1,20,4,00,北海道開発事業費,河川工作物関連応急対策事業費,1334575,2231575,-897000
国土交通省,国土交通本省,086,41,051,1,20,4,00,北海道開発事業費,石狩川幾春別川総合開発建設費,5430865,3307165,2123700
国土交通省,国土交通本省,086,41,051,1,20,4,00,北海道開発事業費,堰堤改良費,977000,856500,120500
国土交通省,国土交通本省,086,41,051,1,20,4,00,北海道開発事業費,総合流域防災対策事業費,617508,1368215,-750707
国土交通省,国土交通本省,086,41,051,1,20,4,00,北海道開発事業費,砂防事業費,3931716,2758584,1173132
国土交通省,国土交通本省,086,41,051,1,20,4,00,北海道開発事業費,治水営繕宿舎費,312711,312711,0
国土交通省,国土交通本省,086,42,052,1,20,4,00,北海道開発事業費,道路更新防災対策事業費,7990000,10170000,-2180000
国土交通省,国土交通本省,086,42,052,1,20,4,00,北海道開発事業費,地域連携道路事業費,69354000,86774000,-17420000
国土交通省,国土交通本省,086,42,052,1,20,4,00,北海道開発事業費,道路交通円滑化事業費,490000,2130000,-1640000
国土交通省,国土交通本省,086,42,052,1,20,4,00,北海道開発事業費,道路維持管理費,97506000,106641100,-9135100
国土交通省,国土交通本省,086,42,052,1,20,4,00,北海道開発事業費,道路整備営繕宿舎費,439000,458000,-19000
国土交通省,国土交通本省,086,43,052,1,20,4,00,北海道開発事業費,港湾改修費,14768435,19039435,-4271000
国土交通省,国土交通本省,086,43,052,1,20,4,00,北海道開発事業費,港湾作業船整備費,74000,74000,0
国土交通省,国土交通本省,086,43,052,1,20,4,00,北海道開発事業費,港湾営繕宿舎費,108565,108565,0
国土交通省,国土交通本省,086,44,051,1,20,4,00,北海道開発事業費,総合水系環境整備事業費,796931,913385,-116454
国土交通省,国土交通本省,086,44,051,1,20,4,00,北海道開発事業費,都市水環境営繕宿舎費,2562,2562,0
国土交通省,国土交通本省,086,44,052,1,20,4,00,北海道開発事業費,交通連携道路事業費,1480000,200000,1280000
国土交通省,国土交通本省,086,44,052,1,20,4,00,北海道開発事業費,道路交通安全施設等整備事業費,11352000,13058800,-1706800
国土交通省,国土交通本省,086,44,052,1,20,4,00,北海道開発事業費,交通事故重点対策道路事業費,4635000,6065000,-1430000
国土交通省,国土交通本省,086,44,052,1,20,4,00,北海道開発事業費,無電柱化推進事業費,2103000,2103000,0
国土交通省,国土交通本省,086,44,052,1,20,4,00,北海道開発事業費,道路環境営繕宿舎費,45000,24000,21000
国土交通省,国土交通本省,086,45,052,1,20,4,00,北海道開発事業費,国営公園等維持管理費,1227979,1481394,-253415
国土交通省,国土交通本省,086,45,052,1,20,4,00,北海道開発事業費,国営公園営繕宿舎費,1000,1000,0
国土交通省,国土交通本省,086,46,052,1,20,4,00,北海道開発事業費,かんがい排水事業費,22305522,28490917,-6185395
国土交通省,国土交通本省,086,46,052,1,20,4,00,北海道開発事業費,国営造成施設管理費,2230295,2400614,-170319
国土交通省,国土交通本省,086,46,052,1,20,4,00,北海道開発事業費,農用地再編整備事業費,24040080,37677704,-13637624
国土交通省,国土交通本省,086,46,052,1,20,4,00,北海道開発事業費,総合農地防災事業費,3590041,5271773,-1681732
国土交通省,国土交通本省,086,46,052,1,20,4,00,北海道開発事業費,農業農村整備営繕宿舎費,161242,161242,0
国土交通省,国土交通本省,086,46,052,1,20,4,00,北海道開発事業費,特定漁港漁場整備費,13285378,18410378,-5125000
国土交通省,国土交通本省,086,46,052,1,20,4,00,北海道開発事業費,水産基盤整備作業船整備費,18000,18000,0
国土交通省,国土交通本省,086,46,052,1,20,4,00,北海道開発事業費,水産基盤整備営繕宿舎費,22622,22622,0
国土交通省,国土交通本省,086,41,051,1,20,4,00,北海道開発事業費,河川事業調査費,28292,28292,0
国土交通省,国土交通本省,086,41,051,1,20,4,00,北海道開発事業費,河川総合開発事業調査費,22287,22287,0
国土交通省,国土交通本省,086,42,052,1,20,4,00,北海道開発事業費,道路調査費,31000,276000,-245000
国土交通省,国土交通本省,086,43,052,1,20,4,00,北海道開発事業費,港湾事業調査費,12000,12000,0
国土交通省,国土交通本省,086,44,051,1,20,4,00,北海道開発事業費,総合水系環境整備事業調査費,1507,3053,-1546
国土交通省,国土交通本省,086,46,052,1,20,4,00,北海道開発事業費,農業農村整備事業調査費,8740,8740,0
国土交通省,国土交通本省,086,41,051,1,82,5,00,北海道開発事業費,海岸保全施設整備事業費補助,627000,1323000,-696000
国土交通省,国土交通本省,086,41,051,1,82,5,00,北海道開発事業費,治山事業費補助,3034000,4605000,-1571000
国土交通省,国土交通本省,086,41,051,1,82,5,00,北海道開発事業費,治水ダム等建設事業費補助,777000,581000,196000
国土交通省,国土交通本省,086,41,051,1,82,5,00,北海道開発事業費,堰堤改良費補助,180000,950000,-770000
国土交通省,国土交通本省,086,41,051,1,82,5,00,北海道開発事業費,特定洪水対策等推進事業費補助,7745000,11998000,-4253000
国土交通省,国土交通本省,086,41,051,1,82,5,00,北海道開発事業費,特定土砂災害対策推進事業費補助,1983000,5845000,-3862000
国土交通省,国土交通本省,086,42,052,1,82,5,00,北海道開発事業費,地域連携道路事業費補助,400000,761000,-361000
国土交通省,国土交通本省,086,42,052,1,82,5,00,北海道開発事業費,道路更新防災等対策事業費補助,20316000,28252000,-7936000
国土交通省,国土交通本省,086,42,052,1,82,5,00,北海道開発事業費,雪寒地域道路事業費補助,4032000,3840000,192000
国土交通省,国土交通本省,086,43,052,1,82,5,00,北海道開発事業費,港湾改修費補助,290000,95000,195000
国土交通省,国土交通本省,086,44,052,1,82,5,00,北海道開発事業費,交通連携道路事業費補助,399000,660000,-261000
国土交通省,国土交通本省,086,44,052,1,82,5,00,北海道開発事業費,道路交通安全施設等整備事業費補助,3908000,4894000,-986000
国土交通省,国土交通本省,086,44,052,1,82,5,00,北海道開発事業費,無電柱化推進事業費補助,906000,1899000,-993000
国土交通省,国土交通本省,086,44,084,1,86,5,00,北海道開発事業費,住宅市街地総合整備促進事業費補助,300000,0,300000
国土交通省,国土交通本省,086,45,052,1,82,5,00,北海道開発事業費,都市公園事業費補助,505000,459000,46000
国土交通省,国土交通本省,086,45,052,1,82,5,00,北海道開発事業費,上下水道一体効率化・基盤強化推進事業費補助,56000,0,56000
国土交通省,国土交通本省,086,45,052,1,92,5,00,北海道開発事業費,水道施設整備費補助,2820000,2825000,-5000
国土交通省,国土交通本省,086,45,052,1,82,5,00,北海道開発事業費,下水道防災事業費補助,1450000,1957000,-507000
国土交通省,国土交通本省,086,46,052,1,82,5,00,北海道開発事業費,諸土地改良事業費補助,143004,128900,14104
国土交通省,国土交通本省,086,46,052,1,82,5,00,北海道開発事業費,土地改良施設管理費補助,1040155,1154548,-114393
国土交通省,国土交通本省,086,46,052,1,82,5,00,北海道開発事業費,農業競争力強化基盤整備事業費補助,16193209,39650473,-23457264
国土交通省,国土交通本省,086,46,052,1,82,5,00,北海道開発事業費,中山間総合整備事業費補助,236000,253500,-17500
国土交通省,国土交通本省,086,46,052,1,82,5,00,北海道開発事業費,農村整備事業費補助,1499780,1605050,-105270
国土交通省,国土交通本省,086,46,052,1,82,5,00,北海道開発事業費,農村地域防災減災事業費補助,405000,774000,-369000
国土交通省,国土交通本省,086,46,052,1,86,5,00,北海道開発事業費,森林環境保全整備事業費補助,5837000,11172000,-5335000
国土交通省,国土交通本省,086,46,052,1,82,5,00,北海道開発事業費,水産基盤整備事業費補助,9263000,17750000,-8487000
国土交通省,国土交通本省,086,48,052,1,82,5,00,北海道開発事業費,社会資本整備円滑化地籍整備事業費補助,78000,88000,-10000
国土交通省,国土交通本省,086,42,052,1,82,5,00,北海道開発事業費,道路調査費補助,47000,48000,-1000
国土交通省,国土交通本省,086,46,052,1,82,5,00,北海道開発事業費,水産基盤整備調査費補助,2000,17000,-15000
国土交通省,国土交通本省,086,42,052,1,82,5,00,北海道開発事業費,特定道路事業交付金,1840000,2820000,-980000
国土交通省,国土交通本省,086,45,086,1,82,5,00,北海道開発事業費,循環型社会形成推進交付金,1845000,9506000,-7661000
国土交通省,国土交通本省,086,46,052,1,82,5,00,北海道開発事業費,農山漁村地域整備交付金,8904000,8949000,-45000
国土交通省,国土交通本省,086,46,052,1,82,5,00,北海道開発事業費,美しい森林づくり基盤整備交付金,36000,34000,2000
国土交通省,国土交通本省,086,47,052,1,82,5,00,北海道開発事業費,社会資本整備総合交付金,24404000,26616000,-2212000
国土交通省,国土交通本省,086,47,052,1,82,5,00,北海道開発事業費,防災・安全交付金,33771000,41273000,-7502000
国土交通省,国土交通本省,086,43,052,1,95,9,00,北海道開発事業費,埠頭整備等資金貸付金,6000,9000,-3000
国土交通省,国土交通本省,086,41,051,1,20,4,00,北海道開発事業費,特定緊急砂防事業費,0,2157000,-2157000
国土交通省,国土交通本省,089,48,059,1,20,4,99,北海道特定特別総合開発事業推進費,(北海道特定特別総合開発事業推進費),4325000,4325000,0
国土交通省,国土交通本省,091,13,054,2,12,9,06,技術研究開発推進費,諸謝金,2765,3433,-668
国土交通省,国土交通本省,091,13,054,2,12,2,08,技術研究開発推進費,職員旅費,16019,17474,-1455
国土交通省,国土交通本省,091,13,054,2,12,2,08,技術研究開発推進費,委員等旅費,2785,2490,295
国土交通省,国土交通本省,091,13,054,2,12,3,09,技術研究開発推進費,技術研究開発調査費,1498882,2811348,-1312466
国土交通省,国土交通本省,091,13,054,2,12,5,14,技術研究開発推進費,技術研究開発委託費,1060904,1631423,-570519
国土交通省,国土交通本省,091,13,054,2,40,5,16,技術研究開発推進費,技術研究開発費補助金,413218,719509,-306291
国土交通省,国土交通本省,091,13,054,2,40,5,16,技術研究開発推進費,鉄道技術開発費補助金,33284,185384,-152100
国土交通省,国土交通本省,092,13,054,2,30,5,16,国立研究開発法人土木研究所運営費,国立研究開発法人土木研究所運営費交付金,8746545,8782240,-35695
国土交通省,国土交通本省,093,13,054,1,30,5,16,国立研究開発法人土木研究所施設整備費,国立研究開発法人土木研究所施設整備費補助金,360148,1438210,-1078062
国土交通省,国土交通本省,094,13,054,2,30,5,16,国立研究開発法人建築研究所運営費,国立研究開発法人建築研究所運営費交付金,1992411,1915882,76529
国土交通省,国土交通本省,095,13,054,1,30,5,16,国立研究開発法人建築研究所施設整備費,国立研究開発法人建築研究所施設整備費補助金,76519,798519,-722000
国土交通省,国土交通本省,099,13,054,2,30,5,16,国立研究開発法人海上・港湾・航空技術研究所運営費,国立研究開発法人海上・港湾・航空技術研究所運営費交付金,5119774,5083375,36399
国土交通省,国土交通本省,100,13,054,1,30,5,16,国立研究開発法人海上・港湾・航空技術研究所施設整備費,国立研究開発法人海上・港湾・航空技術研究所施設整備費補助金,100396,1030363,-929967
国土交通省,国土交通本省,367,13,054,2,40,5,16,独立行政法人自動車技術総合機構運営費,独立行政法人自動車技術総合機構一般勘定運営費交付金,776181,776972,-791
国土交通省,国土交通本省,105,95,016,2,12,9,06,情報化推進費,諸謝金,1611,1611,0
国土交通省,国土交通本省,105,95,016,2,12,2,08,情報化推進費,職員旅費,791,789,2
国土交通省,国土交通本省,105,95,016,2,12,3,09,情報化推進費,情報処理業務庁費,482464,2050774,-1568310
国土交通省,国土交通本省,105,95,016,2,12,3,09,情報化推進費,通信専用料,238,238,0
国土交通省,国土交通本省,105,95,016,2,12,3,09,情報化推進費,電子計算機借料,39513,26976,12537
国土交通省,国土交通本省,106,95,016,2,12,9,06,国際協力費,諸謝金,1289,1333,-44
国土交通省,国土交通本省,106,95,016,2,12,2,08,国際協力費,職員旅費,99630,100064,-434
国土交通省,国土交通本省,106,95,016,2,12,2,08,国際協力費,政府開発援助職員旅費,7669,8185,-516
国土交通省,国土交通本省,106,95,016,2,12,2,08,国際協力費,委員等旅費,12684,12208,476
国土交通省,国土交通本省,106,95,016,2,12,2,08,国際協力費,政府開発援助委員等旅費,5409,5392,17
国土交通省,国土交通本省,106,95,016,2,12,2,08,国際協力費,主要国首脳会議開催業務職員旅費,0,15599,-15599
国土交通省,国土交通本省,106,95,016,2,12,3,09,国際協力費,庁費,115700,118086,-2386
国土交通省,国土交通本省,106,95,016,2,12,3,09,国際協力費,地球環境行動会議開催業務庁費,10000,0,10000
